EC-Lab ASCII FILE
Nb header lines : 63                          

Linear Sweep Voltammetry

Run on channel : 1 (SN 1340)
User : 
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -5.00 V, max = 5.00 V
Ewe,I filtering : <None>
Safety Limits :
	Do not start on E overload
Channel : Floating
Acquisition started on : 02/18/2026 18:11:14.991
Technique started on : 02/18/2026 18:11:17.828
Loaded Setting File :  C:\Users\volt\Documents\Platalytix\Ni10Co10_2-17_01_ZIR_C01.mpr
Saved on :
	File : Co40_2_18_02_02_LSV_C01.mpr
	Directory : C:\Users\volt\Documents\Platalytix\
	Host : 127.0.0.1
Device : SP-200 (SN 0262)
Address : USB
EC-LAB for windows v11.60 (software)
Internet server v11.60 (firmware)
Command interpretor v11.60 (firmware)
Electrode material : Co40
Initial state : 
Electrolyte : KOH (1M)
Comments : 
Cable : standard
Reference electrode : Hg/HgO (0.140 V)
Electrode surface area : 1.000 cm²
Characteristic mass : 0.001 g
Equivalent Weight : 0.000 g/eq.
Density : 0.000 g/cm3
Volume (V) : 0.001 cm³
Cycle Definition : Charge/Discharge alternance
tR (h:m:s)          0:00:5.0000         
dER/dt (mV/h)       0.0                 
dER (mV)            0                   
dtR (s)             0.0000              
dE/dt               10.000              
dE/dt unit          mV/s                
Ei (V)              0.200               
vs.                 Ref                 
EL (V)              -2.500              
vs.                 Ref                 
record              <I>                 
dI                  0.000               
unit dI             µA                  
tI (s)              0.0000              
step percent        50                  
N                   10                  
E range min (V)     -5.000              
E range max (V)     5.000               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           8                   

Rwe/Ohm	time/s	Ewe/V	<I>/mA	Pwe/W	control/V	error	
1.3627482E+003	1.224271971136477E+002	-9.4576633E-001	-6.940140016841569E-001	6.5637508E-004	-9.4574994E-001	0
1.2897792E+003	1.226271971085953E+002	-9.4772857E-001	-7.347991297405851E-001	6.9639011E-004	-9.4774991E-001	0
1.2211403E+003	1.228271971035429E+002	-9.4972259E-001	-7.777342191198326E-001	7.3863176E-004	-9.4974995E-001	0
1.1557937E+003	1.230271970984904E+002	-9.5171499E-001	-8.234297715617407E-001	7.8367046E-004	-9.5174998E-001	0
1.0898323E+003	1.232271970934380E+002	-9.5374113E-001	-8.751265344435932E-001	8.3464419E-004	-9.5374995E-001	0
1.0372473E+003	1.234271970883856E+002	-9.5571798E-001	-9.213983149958338E-001	8.8059693E-004	-9.5574987E-001	0
9.8799707E+002	1.236271970833332E+002	-9.5775551E-001	-9.693910509280328E-001	9.2843961E-004	-9.5774996E-001	0
9.4239307E+002	1.238271970782807E+002	-9.5976472E-001	-1.018433581953212E+000	9.7745657E-004	-9.5974994E-001	0
8.9160504E+002	1.240371970729757E+002	-9.6179408E-001	-1.078722140884821E+000	1.0375086E-003	-9.6184999E-001	0
8.4892896E+002	1.242471970676706E+002	-9.6390456E-001	-1.135436033504826E+000	1.0944520E-003	-9.6394998E-001	0
8.1301392E+002	1.244471970626182E+002	-9.6586627E-001	-1.188007084386690E+000	1.1474560E-003	-9.6594995E-001	0
7.7894739E+002	1.246471970575658E+002	-9.6790874E-001	-1.242585506264852E+000	1.2027094E-003	-9.6794993E-001	0
7.4220483E+002	1.248471970525134E+002	-9.6991813E-001	-1.306806546186095E+000	1.2674953E-003	-9.6994996E-001	0
7.1285376E+002	1.250471970474609E+002	-9.7190142E-001	-1.363395210144335E+000	1.3250858E-003	-9.7194999E-001	0
6.8538983E+002	1.252471970424085E+002	-9.7388804E-001	-1.420925693970823E+000	1.3838225E-003	-9.7394991E-001	0
6.5881201E+002	1.254471970373561E+002	-9.7592497E-001	-1.481340628421430E+000	1.4456774E-003	-9.7594988E-001	0
6.3123358E+002	1.256471970323037E+002	-9.7787505E-001	-1.549149335266989E+000	1.5148745E-003	-9.7794998E-001	0
6.0851697E+002	1.258471970272512E+002	-9.7990525E-001	-1.610317041223148E+000	1.5779581E-003	-9.7994995E-001	0
5.8707379E+002	1.260471970221988E+002	-9.8187602E-001	-1.672491606451615E+000	1.6421794E-003	-9.8194993E-001	0
5.6424365E+002	1.262471970171464E+002	-9.8388344E-001	-1.743720938441026E+000	1.7156182E-003	-9.8395002E-001	0
5.4432056E+002	1.264471970120940E+002	-9.8589337E-001	-1.811236780550740E+000	1.7856864E-003	-9.8594987E-001	0
5.2624017E+002	1.266471970070415E+002	-9.8791760E-001	-1.877313160335401E+000	1.8546308E-003	-9.8794997E-001	0
5.0784775E+002	1.268471970019891E+002	-9.8988563E-001	-1.949177925633332E+000	1.9294632E-003	-9.8994994E-001	0
4.9056595E+002	1.270471969969367E+002	-9.9189597E-001	-2.021942113363547E+000	2.0055561E-003	-9.9195004E-001	0
4.7528281E+002	1.272471969918843E+002	-9.9388760E-001	-2.091149856477909E+000	2.0783679E-003	-9.9395001E-001	0
4.5966180E+002	1.274471969868318E+002	-9.9589181E-001	-2.166575115723134E+000	2.1576744E-003	-9.9594992E-001	0
4.4394708E+002	1.276471969817794E+002	-9.9789673E-001	-2.247783007298736E+000	2.2430553E-003	-9.9794996E-001	0
4.3074969E+002	1.278471969767270E+002	-9.9987322E-001	-2.321239499311865E+000	2.3209453E-003	-9.9994993E-001	0
4.1713199E+002	1.280471969716746E+002	-1.0019277E+000	-2.401944086209042E+000	2.4065743E-003	-1.0019499E+000	0
4.0418765E+002	1.282471969666221E+002	-1.0038855E+000	-2.483711407264352E+000	2.4933619E-003	-1.0039500E+000	0
3.9265695E+002	1.284471969615697E+002	-1.0058877E+000	-2.561746878874686E+000	2.5768299E-003	-1.0059500E+000	0
3.7997107E+002	1.286471969565173E+002	-1.0078933E+000	-2.652552796565757E+000	2.6734902E-003	-1.0079499E+000	0
3.6943668E+002	1.288471969514649E+002	-1.0099088E+000	-2.733645146514153E+000	2.7607323E-003	-1.0099499E+000	0
3.5889801E+002	1.290471969464124E+002	-1.0119158E+000	-2.819507881272539E+000	2.8531046E-003	-1.0119500E+000	0
3.4816080E+002	1.292471969413600E+002	-1.0139183E+000	-2.912212608082227E+000	2.9527456E-003	-1.0139499E+000	0
3.3894150E+002	1.294471969363076E+002	-1.0159235E+000	-2.997341763777271E+000	3.0450700E-003	-1.0159498E+000	0
3.2878107E+002	1.296471969312552E+002	-1.0179124E+000	-3.096018924177230E+000	3.1514759E-003	-1.0179499E+000	0
3.1999487E+002	1.298471969262027E+002	-1.0199175E+000	-3.187293143871166E+000	3.2507761E-003	-1.0199499E+000	0
3.1135355E+002	1.300471969211503E+002	-1.0219264E+000	-3.282205668030926E+000	3.3541727E-003	-1.0219499E+000	0
3.0259894E+002	1.302471969160979E+002	-1.0238999E+000	-3.383686473242541E+000	3.4645563E-003	-1.0239500E+000	0
2.9480710E+002	1.304471969110455E+002	-1.0259454E+000	-3.480056617468108E+000	3.5703483E-003	-1.0259500E+000	0
2.8651807E+002	1.306471969059930E+002	-1.0279216E+000	-3.587632549221283E+000	3.6878048E-003	-1.0279500E+000	0
2.7940640E+002	1.308471969009406E+002	-1.0299536E+000	-3.686220633199701E+000	3.7966361E-003	-1.0299499E+000	0
2.7163303E+002	1.310471968958882E+002	-1.0319273E+000	-3.798975900389966E+000	3.9202673E-003	-1.0319500E+000	0
2.6510696E+002	1.312471968908358E+002	-1.0338980E+000	-3.899927526306932E+000	4.0321271E-003	-1.0339499E+000	0
2.5775812E+002	1.314471968857833E+002	-1.0359145E+000	-4.018940523942582E+000	4.1632787E-003	-1.0359498E+000	0
2.5157332E+002	1.316471968807309E+002	-1.0379225E+000	-4.125725794642705E+000	4.2821835E-003	-1.0379499E+000	0
2.4481975E+002	1.318471968756785E+002	-1.0399266E+000	-4.247723598565370E+000	4.4173212E-003	-1.0399500E+000	0
2.3898528E+002	1.320471968706261E+002	-1.0419157E+000	-4.359748381943939E+000	4.5424900E-003	-1.0419499E+000	0
2.3270886E+002	1.322471968655736E+002	-1.0439084E+000	-4.485898480900546E+000	4.6828669E-003	-1.0439500E+000	0
2.2712910E+002	1.324471968605212E+002	-1.0459306E+000	-4.605004809678565E+000	4.8165154E-003	-1.0459499E+000	0
2.2127779E+002	1.326471968554688E+002	-1.0478851E+000	-4.735609007226348E+000	4.9623740E-003	-1.0479500E+000	0
2.1574857E+002	1.328471968504164E+002	-1.0499293E+000	-4.866448405107946E+000	5.1094266E-003	-1.0499500E+000	0
2.1058983E+002	1.330471968453639E+002	-1.0519320E+000	-4.995169975792763E+000	5.2545792E-003	-1.0519499E+000	0
2.0510738E+002	1.332471968403115E+002	-1.0539149E+000	-5.138357073980920E+000	5.4153912E-003	-1.0539500E+000	0
2.0031386E+002	1.334471968352591E+002	-1.0559189E+000	-5.271322262564198E+000	5.5660889E-003	-1.0559499E+000	0
1.9536792E+002	1.336471968302067E+002	-1.0578991E+000	-5.414907027872246E+000	5.7284255E-003	-1.0579499E+000	0
1.9046875E+002	1.338471968251542E+002	-1.0598923E+000	-5.564651806473478E+000	5.8979318E-003	-1.0599500E+000	0
1.8597266E+002	1.340471968201018E+002	-1.0619085E+000	-5.710024811209193E+000	6.0635237E-003	-1.0619500E+000	0
1.8143846E+002	1.342471968150494E+002	-1.0638875E+000	-5.863627312844287E+000	6.2382398E-003	-1.0639499E+000	0
1.7693396E+002	1.344471968099970E+002	-1.0659195E+000	-6.024391941810677E+000	6.4215171E-003	-1.0659499E+000	0
1.7269470E+002	1.346471968049445E+002	-1.0679177E+000	-6.183847307043806E+000	6.6038398E-003	-1.0679500E+000	0
1.6864790E+002	1.348471967998921E+002	-1.0699110E+000	-6.344051577471816E+000	6.7875707E-003	-1.0699500E+000	0
1.6447951E+002	1.350471967948397E+002	-1.0719552E+000	-6.517257037279009E+000	6.9862078E-003	-1.0719500E+000	0
1.6051413E+002	1.352471967897873E+002	-1.0739622E+000	-6.690764126391088E+000	7.1856277E-003	-1.0739499E+000	0
1.5670616E+002	1.354471967847348E+002	-1.0759181E+000	-6.865831566775995E+000	7.3870723E-003	-1.0759499E+000	0
1.5292708E+002	1.356471967796824E+002	-1.0778953E+000	-7.048426715222071E+000	7.5974660E-003	-1.0779500E+000	0
1.4928160E+002	1.358471967746300E+002	-1.0799217E+000	-7.234124508844758E+000	7.8122881E-003	-1.0799500E+000	0
1.4562508E+002	1.360471967695776E+002	-1.0818936E+000	-7.429308344650131E+000	8.0377208E-003	-1.0819499E+000	0
1.4202536E+002	1.362471967645251E+002	-1.0839089E+000	-7.631798598636564E+000	8.2721747E-003	-1.0839499E+000	0
1.3858823E+002	1.364471967594727E+002	-1.0859308E+000	-7.835664355633213E+000	8.5089896E-003	-1.0859499E+000	0
1.3526616E+002	1.366471967544203E+002	-1.0879191E+000	-8.042803788198636E+000	8.7499199E-003	-1.0879500E+000	0
1.3199945E+002	1.368471967493679E+002	-1.0899321E+000	-8.257095512822133E+000	8.9996736E-003	-1.0899500E+000	0
1.2878117E+002	1.370471967443154E+002	-1.0918937E+000	-8.478674946390836E+000	9.2578111E-003	-1.0919499E+000	0
1.2564700E+002	1.372471967392630E+002	-1.0939047E+000	-8.706175014342833E+000	9.5237261E-003	-1.0939499E+000	0
1.2258097E+002	1.374471967342106E+002	-1.0959224E+000	-8.940395421316772E+000	9.7979791E-003	-1.0959500E+000	0
1.1953609E+002	1.376471967291582E+002	-1.0979276E+000	-9.184903989641008E+000	1.0084359E-002	-1.0979500E+000	0
1.1659019E+002	1.378471967241057E+002	-1.0999184E+000	-9.434056025648857E+000	1.0376692E-002	-1.0999500E+000	0
1.1375063E+002	1.380471967190533E+002	-1.1018932E+000	-9.686919126313292E+000	1.0673950E-002	-1.1019500E+000	0
1.1091357E+002	1.382471967140009E+002	-1.1038860E+000	-9.952668055317559E+000	1.0986611E-002	-1.1039499E+000	0
1.0821668E+002	1.384471967089485E+002	-1.1059155E+000	-1.021945496332619E+001	1.1301854E-002	-1.1059500E+000	0
1.0554934E+002	1.386471967038960E+002	-1.1079208E+000	-1.049670996153708E+001	1.1629523E-002	-1.1079500E+000	0
1.0271052E+002	1.388571966985910E+002	-1.1099944E+000	-1.080701782520933E+001	1.1995729E-002	-1.1100501E+000	0
9.9856117E+001	1.390671966932860E+002	-1.1121165E+000	-1.113718877398239E+001	1.2385851E-002	-1.1121500E+000	0
9.7392281E+001	1.392671966882335E+002	-1.1140919E+000	-1.143922144701691E+001	1.2744344E-002	-1.1141499E+000	0
9.4967239E+001	1.394671966831811E+002	-1.1161344E+000	-1.175283570124719E+001	1.3117745E-002	-1.1161500E+000	0
9.2549522E+001	1.396671966781287E+002	-1.1181122E+000	-1.208123164591882E+001	1.3508173E-002	-1.1181500E+000	0
9.0258453E+001	1.398671966730763E+002	-1.1201276E+000	-1.241022364075496E+001	1.3901033E-002	-1.1201500E+000	0
8.8050957E+001	1.400671966680238E+002	-1.1221164E+000	-1.274394434663444E+001	1.4300190E-002	-1.1221499E+000	0
8.5795616E+001	1.402671966629714E+002	-1.1241159E+000	-1.310225362612815E+001	1.4728452E-002	-1.1241498E+000	0
8.3604103E+001	1.404671966579190E+002	-1.1261159E+000	-1.346962452475445E+001	1.5168359E-002	-1.1261500E+000	0
8.1521881E+001	1.406671966528666E+002	-1.1281300E+000	-1.383837010787454E+001	1.5611480E-002	-1.1281500E+000	0
7.9356041E+001	1.408671966478141E+002	-1.1301035E+000	-1.424092613772200E+001	1.6093720E-002	-1.1301501E+000	0
7.7255745E+001	1.410671966427617E+002	-1.1321248E+000	-1.465424752735495E+001	1.6590437E-002	-1.1321499E+000	0
7.5280228E+001	1.412671966377093E+002	-1.1340816E+000	-1.506479981737618E+001	1.7084712E-002	-1.1341499E+000	0
7.3373161E+001	1.414671966326569E+002	-1.1361293E+000	-1.548426217408405E+001	1.7592123E-002	-1.1361500E+000	0
7.1514771E+001	1.416671966276044E+002	-1.1380841E+000	-1.591397222248060E+001	1.8111438E-002	-1.1381500E+000	0
6.9666092E+001	1.418671966225520E+002	-1.1401258E+000	-1.636557642334986E+001	1.8658815E-002	-1.1401498E+000	0
6.7873032E+001	1.420671966174996E+002	-1.1421301E+000	-1.682745202720304E+001	1.9219140E-002	-1.1421499E+000	0
6.6118340E+001	1.422671966124472E+002	-1.1441114E+000	-1.730399367084851E+001	1.9797696E-002	-1.1441499E+000	0
6.4366150E+001	1.424671966073947E+002	-1.1460685E+000	-1.780545198538948E+001	2.0406267E-002	-1.1461499E+000	0
6.2685047E+001	1.426671966023423E+002	-1.1481459E+000	-1.831610514774346E+001	2.1029562E-002	-1.1481500E+000	0
6.1056351E+001	1.428671965972899E+002	-1.1501223E+000	-1.883706226019103E+001	2.1664925E-002	-1.1501499E+000	0
5.9451588E+001	1.430671965922375E+002	-1.1521541E+000	-1.937970220934494E+001	2.2328403E-002	-1.1521499E+000	0
5.7996490E+001	1.432671965871850E+002	-1.1541388E+000	-1.990014901169309E+001	2.2967534E-002	-1.1541499E+000	0
5.6527164E+001	1.434671965821326E+002	-1.1561364E+000	-2.045275820896467E+001	2.3646178E-002	-1.1561500E+000	0
5.5024372E+001	1.436671965770802E+002	-1.1581619E+000	-2.104816212919010E+001	2.4377178E-002	-1.1581501E+000	0
5.3635296E+001	1.438671965720278E+002	-1.1601701E+000	-2.163071956926473E+001	2.5095314E-002	-1.1601499E+000	0
5.2258057E+001	1.440671965669753E+002	-1.1621166E+000	-2.223803784166057E+001	2.5843194E-002	-1.1621499E+000	0
5.0874958E+001	1.442671965619229E+002	-1.1641301E+000	-2.288218265920520E+001	2.6637837E-002	-1.1641499E+000	0
4.9536469E+001	1.444671965568705E+002	-1.1660814E+000	-2.353985793358071E+001	2.7449392E-002	-1.1661500E+000	0
4.8272865E+001	1.446671965518181E+002	-1.1681315E+000	-2.419851120583316E+001	2.8267043E-002	-1.1681499E+000	0
4.7054966E+001	1.448671965467656E+002	-1.1701205E+000	-2.486709803410396E+001	2.9097501E-002	-1.1701499E+000	0
4.5797218E+001	1.450671965417132E+002	-1.1721218E+000	-2.559373333827182E+001	2.9998971E-002	-1.1721500E+000	0
4.4594223E+001	1.452671965366608E+002	-1.1740938E+000	-2.632838326057333E+001	3.0911993E-002	-1.1741499E+000	0
4.3419384E+001	1.454671965316084E+002	-1.1761006E+000	-2.708699541405463E+001	3.1857032E-002	-1.1761500E+000	0
4.2250340E+001	1.456671965265559E+002	-1.1780964E+000	-2.788371547063184E+001	3.2849707E-002	-1.1781499E+000	0
4.1072083E+001	1.458671965215035E+002	-1.1801066E+000	-2.873257367005408E+001	3.3907499E-002	-1.1801500E+000	0
3.9960106E+001	1.460671965164511E+002	-1.1821026E+000	-2.958206739663545E+001	3.4969039E-002	-1.1821500E+000	0
3.8843388E+001	1.462671965113987E+002	-1.1841663E+000	-3.048565885350268E+001	3.6100090E-002	-1.1841500E+000	0
3.7766361E+001	1.464671965063462E+002	-1.1861299E+000	-3.140704914231414E+001	3.7252840E-002	-1.1861500E+000	0
3.6772121E+001	1.466671965012938E+002	-1.1881009E+000	-3.230982679142181E+001	3.8387336E-002	-1.1881500E+000	0
3.5772118E+001	1.468671964962414E+002	-1.1900996E+000	-3.326891830448653E+001	3.9593328E-002	-1.1901500E+000	0
3.4822132E+001	1.470671964911890E+002	-1.1921420E+000	-3.423517962810394E+001	4.0813196E-002	-1.1921500E+000	0
3.3905651E+001	1.472671964861365E+002	-1.1941007E+000	-3.521833801945313E+001	4.2054243E-002	-1.1941500E+000	0
3.3019413E+001	1.474671964810841E+002	-1.1961645E+000	-3.622609985090980E+001	4.3332376E-002	-1.1961499E+000	0
3.2064606E+001	1.476671964760317E+002	-1.1981765E+000	-3.736757395326970E+001	4.4772949E-002	-1.1981500E+000	0
3.1202173E+001	1.478671964709793E+002	-1.2001832E+000	-3.846472878088491E+001	4.6164721E-002	-1.2001500E+000	0
3.0401848E+001	1.480671964659268E+002	-1.2021360E+000	-3.954154614337162E+001	4.7534317E-002	-1.2021499E+000	0
2.9550327E+001	1.482671964608744E+002	-1.2042065E+000	-4.075103701701761E+001	4.9072661E-002	-1.2041500E+000	0
2.8737957E+001	1.484671964558220E+002	-1.2061974E+000	-4.197227189221888E+001	5.0626844E-002	-1.2061499E+000	0
2.7966772E+001	1.486671964507696E+002	-1.2081704E+000	-4.320021029016047E+001	5.2193217E-002	-1.2081500E+000	0
2.7187489E+001	1.488671964457171E+002	-1.2102118E+000	-4.451355559701574E+001	5.3870827E-002	-1.2101500E+000	0
2.6504623E+001	1.490671964406647E+002	-1.2121803E+000	-4.573467099774734E+001	5.5438664E-002	-1.2121500E+000	0
2.5846601E+001	1.492671964356123E+002	-1.2141922E+000	-4.697685874427543E+001	5.7038933E-002	-1.2141498E+000	0
2.5163849E+001	1.494671964305599E+002	-1.2162113E+000	-4.833169057201644E+001	5.8781549E-002	-1.2161499E+000	0
2.4519779E+001	1.496671964255074E+002	-1.2181772E+000	-4.968140883348428E+001	6.0520761E-002	-1.2181500E+000	0
2.3868622E+001	1.498671964204550E+002	-1.2201775E+000	-5.112056904963629E+001	6.2376171E-002	-1.2201499E+000	0
2.3277313E+001	1.500671964154026E+002	-1.2222301E+000	-5.250735217751844E+001	6.4176068E-002	-1.2221500E+000	0
2.2733889E+001	1.502671964103502E+002	-1.2241749E+000	-5.384801664644351E+001	6.5919384E-002	-1.2241499E+000	0
2.2242678E+001	1.504671964052977E+002	-1.2262124E+000	-5.512881276991391E+001	6.7599632E-002	-1.2261500E+000	0
2.1651825E+001	1.506671964002453E+002	-1.2281802E+000	-5.672409588571577E+001	6.9667406E-002	-1.2281500E+000	0
2.1000950E+001	1.508671963951929E+002	-1.2301993E+000	-5.857827295467683E+001	7.2062954E-002	-1.2301499E+000	0
2.0404772E+001	1.510671963901405E+002	-1.2322202E+000	-6.038882670651219E+001	7.4412331E-002	-1.2321500E+000	0
1.9948902E+001	1.512671963850880E+002	-1.2341864E+000	-6.186738702877858E+001	7.6355889E-002	-1.2341499E+000	0
1.9491964E+001	1.514671963800356E+002	-1.2361819E+000	-6.342007651026279E+001	7.8398749E-002	-1.2361499E+000	0
1.9025713E+001	1.516671963749832E+002	-1.2381383E+000	-6.507710330502482E+001	8.0574453E-002	-1.2381500E+000	0
1.8478580E+001	1.518671963699308E+002	-1.2401911E+000	-6.711506490480303E+001	8.3235510E-002	-1.2401500E+000	0
1.7967840E+001	1.520671963648783E+002	-1.2422239E+000	-6.913595755138101E+001	8.5882336E-002	-1.2421499E+000	0
1.7564539E+001	1.522671963598259E+002	-1.2442021E+000	-7.083602379563172E+001	8.8134333E-002	-1.2441499E+000	0
1.7194944E+001	1.524671963547735E+002	-1.2462041E+000	-7.247503101312145E+001	9.0318687E-002	-1.2461500E+000	0
1.6814037E+001	1.526671963497211E+002	-1.2482167E+000	-7.423658629501722E+001	9.2663348E-002	-1.2481500E+000	0
1.6376978E+001	1.528671963446686E+002	-1.2502294E+000	-7.634065982111437E+001	9.5443331E-002	-1.2501500E+000	0
1.5979149E+001	1.530671963396162E+002	-1.2521816E+000	-7.836347440905638E+001	9.8125301E-002	-1.2521499E+000	0
1.5640331E+001	1.532671963345638E+002	-1.2542131E+000	-8.019095393481439E+001	1.0057654E-001	-1.2541499E+000	0
1.5291337E+001	1.534671963295114E+002	-1.2562193E+000	-8.215234894060472E+001	1.0320137E-001	-1.2561500E+000	0
1.4949412E+001	1.536671963244589E+002	-1.2582300E+000	-8.416584686519354E+001	1.0589999E-001	-1.2581500E+000	0
1.4627851E+001	1.538671963194065E+002	-1.2601947E+000	-8.615036210181233E+001	1.0856622E-001	-1.2601500E+000	0
1.4300128E+001	1.540671963143541E+002	-1.2622230E+000	-8.826655518440970E+001	1.1141208E-001	-1.2621499E+000	0
1.3996585E+001	1.542671963093017E+002	-1.2642034E+000	-9.032227720424953E+001	1.1418574E-001	-1.2641500E+000	0
1.3636683E+001	1.544671963042492E+002	-1.2661880E+000	-9.285162006700352E+001	1.1756761E-001	-1.2661500E+000	0
1.3352444E+001	1.546671962991968E+002	-1.2681700E+000	-9.497662161266976E+001	1.2044650E-001	-1.2681501E+000	0
1.3106330E+001	1.548671962941444E+002	-1.2701828E+000	-9.691369478286288E+001	1.2309811E-001	-1.2701499E+000	0
1.2775563E+001	1.550671962890920E+002	-1.2721739E+000	-9.957869419381223E+001	1.2668142E-001	-1.2721499E+000	0
1.2479941E+001	1.552671962840395E+002	-1.2742136E+000	-1.021009275205010E+002	1.3009839E-001	-1.2741500E+000	0
1.2188128E+001	1.554671962789871E+002	-1.2761874E+000	-1.047074179335784E+002	1.3362628E-001	-1.2761500E+000	0
1.1917820E+001	1.556671962739347E+002	-1.2781940E+000	-1.072506522213253E+002	1.3708714E-001	-1.2781500E+000	0
1.1687128E+001	1.558771962686296E+002	-1.2802815E+000	-1.095462941218393E+002	1.4025010E-001	-1.2802500E+000	0
1.1375566E+001	1.560871962633246E+002	-1.2823311E+000	-1.127268015846371E+002	1.4455308E-001	-1.2823499E+000	0
1.1135536E+001	1.562871962582722E+002	-1.2843363E+000	-1.153367271542279E+002	1.4813115E-001	-1.2843500E+000	0
1.0916430E+001	1.564871962532197E+002	-1.2863716E+000	-1.178381286597307E+002	1.5158363E-001	-1.2863500E+000	0
1.0705647E+001	1.566871962481673E+002	-1.2883548E+000	-1.203434788245463E+002	1.5504509E-001	-1.2883501E+000	0
1.0530757E+001	1.568871962431149E+002	-1.2903349E+000	-1.225301201046186E+002	1.5810490E-001	-1.2903500E+000	0
1.0316633E+001	1.570871962380625E+002	-1.2924013E+000	-1.252735557318274E+002	1.6190371E-001	-1.2923499E+000	0
1.0066757E+001	1.572871962330100E+002	-1.2943755E+000	-1.285791948301180E+002	1.6642976E-001	-1.2943499E+000	0
9.8864031E+000	1.574871962279576E+002	-1.2963635E+000	-1.311258958007743E+002	1.6998681E-001	-1.2963500E+000	0
9.7364483E+000	1.576871962229052E+002	-1.2983975E+000	-1.333543261076048E+002	1.7314693E-001	-1.2983500E+000	0
9.5701761E+000	1.578871962178528E+002	-1.3003665E+000	-1.358769677685497E+002	1.7668986E-001	-1.3003500E+000	0
9.3679733E+000	1.580871962128003E+002	-1.3023530E+000	-1.390218610677048E+002	1.8105555E-001	-1.3023499E+000	0
9.1572514E+000	1.582871962077479E+002	-1.3043411E+000	-1.424380539571894E+002	1.8578781E-001	-1.3043499E+000	0
9.0124111E+000	1.584871962026955E+002	-1.3063734E+000	-1.449527000223973E+002	1.8936235E-001	-1.3063500E+000	0
8.8446274E+000	1.586871961976431E+002	-1.3083906E+000	-1.479305540288110E+002	1.9355094E-001	-1.3083500E+000	0
8.6337872E+000	1.588871961925906E+002	-1.3103436E+000	-1.517692718181485E+002	1.9886990E-001	-1.3103499E+000	0
8.5010891E+000	1.590871961875382E+002	-1.3123603E+000	-1.543755392693070E+002	2.0259632E-001	-1.3123500E+000	0
8.3748064E+000	1.592871961824858E+002	-1.3143594E+000	-1.569420616491579E+002	2.0627828E-001	-1.3143499E+000	0
8.1732807E+000	1.594871961774334E+002	-1.3163618E+000	-1.610567147272243E+002	2.1200891E-001	-1.3163500E+000	0
8.0394373E+000	1.596871961723809E+002	-1.3184004E+000	-1.639916204411429E+002	2.1620661E-001	-1.3183500E+000	0
7.8775506E+000	1.598871961673285E+002	-1.3203784E+000	-1.676128116897451E+002	2.2131234E-001	-1.3203499E+000	0
7.7180753E+000	1.600871961622761E+002	-1.3224269E+000	-1.713415378486218E+002	2.2658665E-001	-1.3223499E+000	0
7.6047163E+000	1.602871961572237E+002	-1.3244115E+000	-1.741565990469621E+002	2.3065500E-001	-1.3243499E+000	0
7.4570594E+000	1.604871961521712E+002	-1.3263836E+000	-1.778695259818683E+002	2.3592322E-001	-1.3263500E+000	0
7.3193588E+000	1.606871961471188E+002	-1.3283772E+000	-1.814881983062846E+002	2.4108480E-001	-1.3283499E+000	0
7.1566443E+000	1.608871961420664E+002	-1.3304453E+000	-1.859035045176140E+002	2.4733444E-001	-1.3303499E+000	0
7.0171967E+000	1.610871961370140E+002	-1.3323911E+000	-1.898751280399683E+002	2.5298795E-001	-1.3323499E+000	0
6.8870306E+000	1.612871961319615E+002	-1.3344063E+000	-1.937563967466895E+002	2.5854975E-001	-1.3343500E+000	0
6.7426009E+000	1.614871961269091E+002	-1.3364130E+000	-1.982043799175426E+002	2.6488292E-001	-1.3363500E+000	0
6.6156468E+000	1.616871961218567E+002	-1.3384098E+000	-2.023097453690443E+002	2.7077335E-001	-1.3383499E+000	0
6.5109463E+000	1.618871961168043E+002	-1.3404174E+000	-2.058713580021240E+002	2.7595356E-001	-1.3403500E+000	0
6.4318042E+000	1.620871961117518E+002	-1.3424418E+000	-2.087193171723909E+002	2.8019354E-001	-1.3423500E+000	0
6.3474560E+000	1.622871961066994E+002	-1.3443860E+000	-2.117991826777552E+002	2.8473985E-001	-1.3443500E+000	0
6.2312241E+000	1.624871961016470E+002	-1.3464102E+000	-2.160747444278250E+002	2.9092523E-001	-1.3463500E+000	0
6.1273289E+000	1.626871960965946E+002	-1.3484470E+000	-2.200709241858419E+002	2.9675397E-001	-1.3483500E+000	0
6.0678782E+000	1.628871960915421E+002	-1.3504090E+000	-2.225504439628579E+002	3.0053413E-001	-1.3503500E+000	0
5.8627462E+000	1.630871960864897E+002	-1.3524164E+000	-2.306796803268990E+002	3.1197497E-001	-1.3523500E+000	0
5.7525773E+000	1.632871960814373E+002	-1.3544790E+000	-2.354560266114149E+002	3.1892022E-001	-1.3543500E+000	0
5.6681714E+000	1.634871960763849E+002	-1.3563770E+000	-2.392971103283271E+002	3.2457709E-001	-1.3563501E+000	0
5.5921783E+000	1.636871960713324E+002	-1.3584467E+000	-2.429190586916175E+002	3.2999259E-001	-1.3583500E+000	0
5.5377512E+000	1.638871960662800E+002	-1.3604013E+000	-2.456595214229596E+002	3.3419552E-001	-1.3603500E+000	0
